Run,Event,Type1,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146436,90788478,G,13.2996,1.33269,13.0342,-2.28086,13.1021,-0.173215,1.4689,1,T,6.65812,0.323117,1.82718,-6.39346,1.85553,-1.95067,1.39577,1,9.97321
146436,90916664,G,10.6149,5.48515,8.64685,-2.79476,10.2399,-0.26965,1.0055,1,G,24.3322,-14.8133,-9.85434,-16.5982,17.7916,-0.83314,-2.55458,1,27.5089
146436,90969200,G,6.21065,0.402732,-3.07414,-5.38038,3.10041,-1.31862,-1.44053,-1,G,12.0373,-8.90423,-7.12958,3.84303,11.4068,0.330837,-2.46643,1,12.419
146436,91067376,G,14.0765,1.64084,3.77976,13.4594,4.12055,1.89949,1.16123,1,G,7.65029,-6.28799,-4.12087,1.41259,7.51801,0.186805,-2.56146,-1,15.1381
146436,91027753,G,9.2808,-1.94966,-7.25532,5.44805,7.51271,0.673171,-1.83332,1,T,4.6726,1.1791,1.28327,4.33416,1.74271,1.6424,0.827677,1,7.92127
146436,90916331,G,8.4722,1.97601,7.82587,2.57256,8.07149,0.313559,1.32347,-1,G,4.12802,-3.06666,-2.55515,-1.04698,3.99164,-0.259375,-2.44693,1,11.2902
146436,91079051,G,11.7437,-10.8203,2.95501,3.47723,11.2166,0.305245,2.875,-1,T,3.67172,0.830242,-0.966505,-3.44194,1.27414,-1.71953,-0.861092,-1,11.5705
146436,90942036,G,41.4068,4.09647,10.9996,39.7081,11.7376,1.93306,1.21429,-1,T,2.88176,0.936893,0.121513,2.72045,0.94474,1.77966,0.128978,-1,3.50342
146436,90985100,G,10.618,-4.3387,-0.754251,-9.66113,4.40377,-1.52711,-2.96947,1,G,8.10394,2.39198,3.40745,-6.95201,4.1632,-1.28544,0.95874,1,7.98031
146436,91168213,G,167.782,39.0091,-30.5509,160.299,49.5486,1.89031,-0.664396,1,T,3.14872,-0.426839,-1.08415,2.92331,1.16515,1.65055,-1.94587,-1,9.29907
146436,90928390,G,14.9175,-3.07583,2.70282,14.3442,4.09462,1.96659,2.42065,-1,G,11.8474,5.45981,-0.919517,10.4736,5.5367,1.39411,-0.16685,1,9.56971
146436,90951446,G,22.482,21.6862,5.29054,-2.67353,22.3222,-0.119485,0.239285,-1,T,5.10747,-1.46378,-0.116118,-4.8907,1.46838,-1.91813,-3.06243,-1,16.378
146436,90990646,G,9.40165,-1.53812,-1.01688,-9.21846,1.84388,-2.31234,-2.55744,1,G,33.0052,5.01759,-9.95044,-31.0668,11.1439,-1.74911,-1.10375,-1,6.56139
146436,91129167,G,45.8122,5.66643,-14.2482,-43.1698,15.3336,-1.75839,-1.19228,-1,T,8.07748,0.120785,-1.55773,-7.92423,1.56241,-2.32643,-1.49341,-1,3.19125
146436,91255034,G,13.0397,0.876393,5.15305,-11.9457,5.22705,-1.56443,1.40234,-1,G,13.6012,-2.63238,7.81677,-10.8144,8.24811,-1.08522,1.89563,-1,4.51843
146436,91189596,G,6.6551,3.00733,0.0864672,5.93529,3.00857,1.4314,0.0287442,-1,G,6.91422,-0.559634,3.34308,6.02543,3.3896,1.33952,1.73666,1,4.8285
146436,91286532,G,13.4433,-4.01899,-10.0107,-8.02148,10.7873,-0.688022,-1.95257,1,T,3.37167,1.16015,0.0449148,3.16371,1.16102,1.72768,0.0386952,1,12.3148
146436,91320748,G,37.5208,-9.66659,-1.00784,-36.24,9.71898,-2.02674,-3.03771,1,T,8.52252,-1.85333,1.26263,-8.2215,2.24256,-2.01038,2.54354,-1,3.22257
146436,91348868,G,11.076,-3.94509,2.86454,-9.94473,4.87538,-1.46129,2.51356,1,G,6.16739,-4.40668,4.10449,-1.32661,6.0221,-0.218547,2.39168,-1,7.2092
146436,91438924,G,30.3303,-4.11775,8.01747,28.9599,9.01308,1.88376,2.04526,1,T,7.00686,0.183488,2.26647,6.62679,2.27389,1.79099,1.49001,-1,2.53132
146436,91304253,G,16.6669,-3.34651,-0.975937,-16.2979,3.48591,-2.2467,-2.85783,1,T,3.26591,-0.502263,0.804871,-3.12329,0.948729,-1.90697,2.1287,-1,2.30013
146436,91303845,G,16.6206,7.50765,4.39449,-14.1619,8.69921,-1.2637,0.529567,-1,G,7.86658,2.51304,0.340923,-7.44583,2.53606,-1.79801,0.134838,1,3.14543
146436,91339013,G,8.81283,-4.5675,-6.38155,-4.00856,7.84769,-0.490846,-2.19201,1,G,5.11493,-4.26355,-0.389794,-2.7967,4.28133,-0.613931,-3.05042,-1,4.88183
146436,91212199,G,20.6872,-1.10553,-7.05623,19.4149,7.14231,1.72539,-1.72621,-1,T,4.73266,-1.12038,-0.42086,4.57761,1.19682,2.05133,-2.78226,1,3.10956
146436,91311447,G,12.1607,4.90617,-5.0238,-9.92783,7.02204,-1.14598,-0.797243,-1,T,4.40098,0.81984,-0.531669,-4.28983,0.977144,-2.18524,-0.575323,1,2.91481
146436,91602896,G,42.2877,17.6286,37.9225,6.27366,41.8196,0.14946,1.13565,1,G,43.2511,-18.0261,-38.7869,-6.42546,42.771,-0.14967,-2.00585,-1,85.5334
146436,91613976,G,14.4158,-0.0591751,-3.66139,13.9425,3.66186,2.04693,-1.58696,-1,G,8.79958,1.6138,4.59855,7.32602,4.8735,1.19656,1.23329,1,9.12724
146436,91450193,G,8.65195,0.887226,1.8,-8.41533,2.00678,-2.14059,1.11284,1,G,21.3599,0.0531874,-7.41283,-20.032,7.41302,-1.71984,-1.56362,-1,7.6858
146436,91647081,G,39.0589,5.62748,-17.0807,34.6723,17.9838,1.41095,-1.25253,-1,T,2.88251,0.916457,-0.340465,-2.70959,0.977655,-1.74361,-0.3557,-1,19.7775
146436,91674185,G,19.3727,1.89547,-5.43946,-18.4963,5.76025,-1.88314,-1.23549,1,T,5.78918,-0.583464,-1.1653,-5.6396,1.30321,-2.17122,-2.035,-1,2.2888
146436,91488427,G,7.07717,-2.61541,5.32853,3.85248,5.93579,0.610407,2.02708,1,T,2.85384,-1.05281,0.108778,2.64821,1.05841,1.64799,3.03864,1,3.65321
146436,91561155,G,39.5456,1.88565,10.5043,38.0782,10.6722,1.98423,1.39318,1,T,3.76783,0.721118,0.463626,3.66748,0.857299,2.16001,0.571386,-1,2.50258
146436,91594171,G,47.6467,-8.98893,-10.4854,-45.601,13.811,-1.90979,-2.2795,1,T,20.1701,-3.48328,-3.05405,-19.6306,4.63254,-2.15077,-2.42176,-1,2.25377
146436,91510861,G,30.4855,6.82935,3.46812,-29.5074,7.65949,-2.05828,0.469888,-1,T,10.5767,0.813181,1.78217,-10.3932,1.95893,-2.37067,1.14273,1,2.84162
146436,91504454,G,22.9622,-5.18388,-5.17365,21.7626,7.32388,1.80938,-2.35718,-1,T,5.11117,1.46943,0.441484,4.87429,1.53432,1.87293,0.291866,1,6.51134
146436,91580118,G,21.5008,-1.00077,-7.0198,20.2977,7.09078,1.77406,-1.71241,1,T,6.50264,0.473494,-1.10067,6.39042,1.19819,2.37581,-1.16454,1,2.39166
146436,91567151,G,8.38033,1.7344,0.212289,8.19545,1.74735,2.24981,0.121793,1,T,5.17258,-1.61169,-0.313074,4.90396,1.64181,1.8143,-2.94973,-1,3.47293
146436,91581303,G,8.98519,8.48407,2.11939,2.06183,8.74478,0.233647,0.244798,1,T,3.80101,0.547859,-1.1502,3.57958,1.27402,1.75648,-1.12628,1,7.01044
146436,91865048,G,28.4198,1.27024,-6.14624,-27.7179,6.27612,-2.19105,-1.367,-1,T,3.67283,-0.141331,0.742503,-3.59267,0.755834,-2.26286,1.75889,-1,4.37131
146436,91898152,G,32.6131,10.7933,18.1874,24.8259,21.1489,0.999133,1.03521,1,T,2.81563,-0.250948,0.987102,2.62284,1.0185,1.6748,1.81975,-1,4.79145
146436,91892152,G,13.5553,2.62964,3.51236,-12.8251,4.38767,-1.79381,0.928139,-1,T,7.22243,-0.290973,2.83552,-6.63533,2.85041,-1.58133,1.67306,1,2.6909
146436,91768673,G,7.66847,-7.33372,2.20047,-0.410806,7.65673,-0.0536273,2.85009,-1,T,6.59582,-1.75181,-1.38158,6.20613,2.23105,1.74706,-2.4738,1,9.3095
146436,91841977,G,27.2164,-5.35479,5.56055,26.0984,7.71968,1.93244,2.33735,-1,T,4.56902,-0.021736,1.37724,4.35518,1.37742,1.86842,1.58658,-1,2.41898
146436,91854689,G,7.35024,1.1393,-5.29208,4.97099,5.41332,0.822399,-1.35875,1,G,4.65432,-0.586855,-4.08097,2.15704,4.12295,0.501846,-1.71362,-1,2.26747
146436,91933315,G,7.58673,2.47652,-2.2955,6.793,3.37675,1.44885,-0.747483,1,G,10.8432,6.34295,-1.26257,8.70274,6.46738,1.10597,-0.196482,-1,3.01714
146436,91967643,G,26.6231,3.77361,2.9827,-26.1847,4.81006,-2.39595,0.668865,1,G,5.43077,-3.31754,2.6125,-3.41334,4.2227,-0.73916,2.47453,1,10.9494
146436,91864396,G,11.3191,-3.06239,-0.984377,-10.8519,3.21671,-1.9304,-2.83058,-1,G,6.86564,-3.09167,-4.4547,4.20987,5.42244,0.714117,-2.1775,-1,14.8024
146436,91922316,G,12.8507,-3.31592,-10.343,-6.86703,10.8616,-0.596268,-1.88104,-1,T,3.60592,-0.822321,-0.030666,-3.50918,0.822893,-2.15693,-3.10432,1,6.1981
146436,91773917,G,11.0974,-1.08398,-3.2663,10.5497,3.44147,1.83895,-1.89123,-1,T,5.74646,0.755698,-0.993828,5.6082,1.24851,2.20759,-0.920678,1,2.09277
146436,91775133,G,5.45987,-1.78012,-2.40079,-4.56797,2.98875,-1.21041,-2.20882,-1,G,63.5737,5.90003,-14.7612,-61.5541,15.8967,-2.06323,-1.19055,1,9.05563
146436,91777045,G,17.8157,-13.631,-11.4678,-0.266493,17.8134,-0.0149597,-2.44217,-1,T,3.30415,0.543802,-1.10209,3.06528,1.22895,1.64508,-1.11242,-1,10.4372
146436,91789773,G,8.6342,2.34322,-2.26885,-7.99374,3.26166,-1.62881,-0.769275,-1,G,4.84462,-3.98089,2.19919,-1.66593,4.54795,-0.358571,2.63688,1,9.25649
146436,91912293,G,14.8961,0.181132,-11.7938,9.09702,11.7952,0.71006,-1.55544,-1,G,5.75388,-0.624365,4.74081,3.19857,4.78174,0.627013,1.70174,1,15.0099
146436,91969861,G,6.03385,2.98563,1.54443,-5.00968,3.36144,-1.18939,0.477383,1,G,19.1032,1.85341,-12.1557,14.6193,12.2962,1.00886,-1.41949,-1,20.0875
146436,91842302,G,27.601,2.18507,-4.5803,27.1302,5.07481,2.37814,-1.12567,-1,T,3.08521,-0.387521,-0.736751,2.9689,0.832451,1.98382,-2.05502,-1,2.04509
146436,91890278,G,9.56664,-8.08667,-3.61668,-3.6104,8.85859,-0.397045,-2.72104,1,T,2.94069,-0.32747,-0.707853,2.83341,0.779931,2.0016,-2.0041,1,8.14436
146436,91926927,G,8.18968,1.15982,-6.94362,-4.18338,7.03982,-0.563884,-1.40529,-1,G,3.95907,-0.866699,-3.82941,-0.497515,3.92627,-0.126378,-1.79337,1,3.08825
146436,92055456,G,21.5937,3.71595,-1.5619,21.2138,4.03085,2.36273,-0.397902,1,G,5.00378,-4.44046,1.79736,1.44169,4.79043,0.296584,2.75698,1,13.913
146436,92024753,G,12.0362,-0.921757,-11.9813,-0.678162,12.0167,-0.0564052,-1.64758,1,T,3.62303,0.896397,0.749462,3.42783,1.16843,1.79727,0.696359,-1,10.5593
146436,92224657,G,7.98409,-1.93883,-7.38747,2.32397,7.63765,0.299769,-1.82746,-1,G,6.7905,-6.09751,-0.280223,2.97349,6.10395,0.469681,-3.09567,1,8.17615
146436,92064106,G,11.2677,4.17926,-2.92311,-10.0469,5.10008,-1.43011,-0.610346,-1,T,11.2457,2.01926,1.02261,-11.0151,2.26344,-2.28592,0.468777,-1,4.60608
146436,92189570,G,7.42826,-6.38576,0.138503,3.79088,6.38726,0.563249,3.11991,-1,T,8.23599,5.21187,0.663371,-6.34167,5.25391,-1.02047,0.1266,1,15.3896
146436,92000147,G,16.8733,1.17532,-7.73199,-14.951,7.82081,-1.40343,-1.41994,1,T,3.39881,-1.17675,0.710829,3.10656,1.37478,1.55408,2.59819,1,14.8786
146436,92039468,G,8.23784,0.0748264,2.67856,7.78914,2.6796,1.78856,1.54287,-1,G,15.9344,-2.51909,6.64121,14.2633,7.10292,1.44725,1.93334,1,2.27021
146436,92041662,G,10.0807,-5.20902,2.34181,8.30609,5.71121,1.16917,2.7191,-1,G,5.0925,2.11982,-4.6282,0.0924798,5.09057,0.0181659,-1.14129,-1,12.0382
146436,92122142,G,10.3654,5.83167,2.57508,8.17264,6.3749,1.06743,0.415821,-1,G,10.1143,-1.19727,-9.58813,-2.98709,9.66259,-0.304416,-1.69502,1,17.9408
146436,92200574,G,15.1726,2.54757,-1.97609,-14.8257,3.22413,-2.23046,-0.659733,1,T,3.54124,-0.513541,-1.76433,-3.02533,1.83755,-1.27332,-1.85404,-1,3.66336
146436,92098367,G,19.2098,12.4353,2.13481,-14.4848,12.6172,-0.982269,0.170016,-1,G,9.54838,-2.00295,2.77071,8.91469,3.41887,1.68643,2.19673,1,25.7509
146436,92101743,G,7.84667,-1.88156,-3.84148,-6.57738,4.27753,-1.21547,-2.02625,1,G,8.9902,-0.724304,-6.41703,-6.25377,6.45778,-0.858858,-1.68319,-1,2.61044
146436,92319832,G,21.9229,1.5269,7.3341,20.603,7.49136,1.73636,1.36554,1,T,3.64752,-0.509092,0.619643,3.5567,0.801955,2.19516,2.25856,1,2.42061
146436,92323984,G,14.9624,-11.3134,6.94558,-6.9014,13.2753,-0.498911,2.591,1,T,3.16434,-0.727588,0.522565,3.03305,0.8958,1.93388,2.51875,-1,10.6234
146436,92391568,G,31.2122,-24.6531,-16.7206,9.31861,29.7885,0.307936,-2.54562,1,G,31.0581,24.5334,16.6307,-9.28055,29.6389,-0.308217,0.595724,-1,62.2701
146436,92396696,G,16.1595,-3.46466,-3.18524,15.4586,4.70634,1.90481,-2.39819,1,G,6.20163,0.0461046,6.18283,-0.468567,6.183,-0.0757108,1.56334,1,15.9577
146436,92471288,G,24.6538,7.69836,-20.5749,-11.1896,21.968,-0.489565,-1.21276,1,G,24.9262,-7.77331,20.8183,11.2905,22.2222,0.488423,1.92815,-1,49.5792
146436,92512249,G,8.34426,-1.02737,3.81444,-7.34915,3.95038,-1.37939,1.83389,1,G,4.17357,1.38805,-3.90481,-0.482996,4.14418,-0.116286,-1.22926,-1,9.75783
146436,92375890,G,8.63491,4.88104,7.04289,-1.06006,8.56895,-0.123397,0.964753,-1,T,13.2747,-2.17388,-2.42327,-12.8689,3.25546,-2.08325,-2.302,1,16.042
146436,92390210,G,35.8456,-34.7452,-5.69783,6.72308,35.2093,0.189804,-2.97905,1,T,35.555,34.2443,5.60492,-7.74994,34.7,-0.221525,0.162236,-1,71.3914
146436,92432010,G,10.379,3.55817,-9.22831,-3.14482,9.89051,-0.312836,-1.20279,-1,T,3.86324,0.143031,0.948285,3.74083,0.959011,2.07035,1.42109,1,10.9649
146436,92507850,G,6.45258,2.42718,-5.04406,-3.20795,5.59765,-0.545611,-1.1223,1,G,13.656,12.8981,-2.95368,3.37458,13.232,0.252345,-0.225119,-1,10.2711
146436,92344947,G,13.3293,-8.47125,10.288,-0.229543,13.3269,-0.0172232,2.25965,1,T,3.87919,0.579418,3.75177,0.790864,3.79624,0.20685,1.41757,-1,6.03483
146436,92450067,G,38.6296,-1.56961,-9.43439,-37.4268,9.56407,-2.07346,-1.73566,-1,T,7.12708,0.639105,-1.12282,-7.0082,1.29196,-2.39246,-1.05333,1,2.62411
146436,92423508,G,18.919,14.8542,-8.808,7.72594,17.2692,0.433661,-0.535231,1,T,18.8861,-2.52186,4.43538,-18.1835,5.1022,-1.98312,2.08779,1,33.8918
146436,92324861,G,7.03328,0.241855,-2.94723,-6.38053,2.95714,-1.512,-1.48892,1,G,25.6896,-1.68787,-15.0254,-20.7685,15.1199,-1.12253,-1.68266,-1,2.93386
146436,92313823,G,13.0409,0.875497,-3.29818,-12.5861,3.4124,-2.01622,-1.31133,1,G,8.54561,1.34326,3.33001,7.7539,3.59072,1.51274,1.18738,-1,20.9214
146436,92354055,G,9.66234,9.29112,2.63545,-0.281134,9.65767,-0.0291058,0.276392,1,T,3.18306,-1.01033,-0.418348,2.98746,1.09352,1.7301,-2.74902,1,9.17568
146436,92375959,G,63.7724,-21.1197,-20.6985,-56.5017,29.5714,-1.40297,-2.36627,1,G,24.0056,-6.82807,-8.33264,-21.4523,10.7729,-1.43975,-2.25728,-1,2.06584
146436,92696696,G,9.83096,-1.30496,1.55468,9.61856,2.02977,2.25987,2.26909,1,G,23.055,-5.72654,7.36932,21.0813,9.33274,1.55375,2.2314,-1,3.15032
146436,92530106,G,17.5003,6.78263,0.400381,16.1272,6.79444,1.59923,0.058962,-1,T,6.77202,1.56945,1.64481,6.37813,2.27345,1.75507,0.808841,1,2.95262
146436,92629842,G,33.5639,-6.23909,-29.7117,-14.3111,30.3597,-0.455472,-1.77778,-1,G,33.034,6.14688,29.1973,14.1762,29.8373,0.458846,1.3633,1,66.5957
146436,92598054,G,24.0637,3.17573,7.9161,22.5012,8.52936,1.69733,1.18928,-1,T,4.28136,0.795647,0.412544,4.18517,0.89624,2.24551,0.478339,-1,2.47913
146436,92726534,G,30.8035,-8.31848,-3.90076,29.4013,9.18766,1.87989,-2.70311,-1,T,9.42907,-1.99166,0.231831,9.21281,2.00511,2.22968,3.02571,-1,2.80309
146436,92781022,G,9.91114,5.4054,-5.58495,-6.14895,7.77239,-0.725725,-0.801734,1,T,3.0853,0.0715549,0.849821,2.96321,0.852828,1.95871,1.48679,-1,10.3121
146514,144076106,G,12.3106,-4.10561,-1.61928,11.4918,4.4134,1.68512,-2.76592,1,G,8.85009,0.0946285,-5.42372,6.99194,5.42454,1.07169,-1.55335,-1,6.35877
146514,144083260,G,16.2776,4.67639,1.07497,-15.554,4.79835,-1.89218,0.225946,-1,T,5.03244,0.656424,-1.36227,-4.79871,1.51217,-1.8719,-1.12176,1,3.37137
146514,144165387,G,12.8311,9.51219,0.334264,8.60421,9.51806,0.811829,0.0351262,1,T,5.0049,-2.05525,1.39623,4.34332,2.48465,1.32493,2.54486,-1,9.58561
146514,144221174,G,18.0355,-6.82923,-6.1364,15.5233,9.18116,1.29614,-2.40958,1,T,5.50291,-2.75255,1.26751,4.59214,3.03036,1.20326,2.71005,-1,5.82299
146514,144358481,G,7.35983,-1.45858,-6.09393,3.85908,6.26606,0.582386,-1.80573,1,T,7.17302,1.8999,0.46124,6.90063,1.95509,1.97381,0.238163,1,7.96934
146514,144367585,G,8.08083,1.23822,-1.63956,-7.81455,2.05459,-2.04591,-0.923968,1,G,9.17247,-8.6764,2.94033,0.444693,9.16108,0.0485225,2.81485,-1,13.6508
146514,144386259,G,7.50231,0.696952,-3.89774,-6.37145,3.95956,-1.25381,-1.39386,-1,G,4.81649,-0.581543,4.68952,-0.926077,4.72544,-0.194744,1.69418,1,9.89235
146514,144508711,G,10.375,-1.43045,-4.45992,-9.25705,4.68371,-1.43305,-1.88117,1,G,53.6215,4.51671,-26.7913,-46.2285,27.1694,-1.30158,-1.40378,-1,5.5443
146514,144584403,G,36.3024,7.7667,3.19505,-35.3175,8.39821,-2.14335,0.390277,-1,T,4.37542,1.76926,-0.576493,-3.9586,1.86081,-1.49918,-0.31499,-1,3.77951
146514,144676128,G,6.44683,-3.36793,-2.19443,5.03905,4.01976,1.04982,-2.56412,-1,T,4.91295,0.623562,-1.02592,4.76284,1.20056,2.08672,-1.02465,1,3.88144
146514,144195245,G,27.2691,-4.77336,0.0840106,26.8478,4.7741,2.42794,3.12399,-1,G,4.47342,3.72696,-0.616203,2.39382,3.77756,0.597501,-0.163854,1,12.294
146514,144415044,G,12.9759,-3.32123,-1.72109,-12.4246,3.74069,-1.91548,-2.66348,1,T,23.4919,-5.88661,1.14002,-22.7136,5.99599,-2.042,2.9503,-1,3.17632
146514,144435601,G,9.90035,-0.375363,6.1129,-7.778,6.12442,-1.06003,1.63212,1,G,4.30531,-0.57095,-3.25187,-2.76114,3.30161,-0.760764,-1.7446,1,9.03583
146514,144556205,G,17.8144,3.07303,-5.82673,-16.5514,6.58743,-1.65189,-1.08547,-1,G,12.6005,5.26125,6.98421,9.07205,8.74413,0.907644,0.925182,1,28.2547
146514,144642253,G,20.1361,-4.52982,-1.66221,-19.5492,4.82517,-2.10713,-2.7899,1,G,5.0591,2.35236,2.51645,-3.70368,3.44472,-0.933544,0.819089,-1,9.41453
146514,144206240,G,19.4951,-1.59014,-6.95138,18.1438,7.13094,1.66359,-1.79568,-1,G,12.0727,-1.51141,3.8876,11.3288,4.17107,1.72461,1.94159,1,10.4349
146514,144266772,G,22.7363,-7.81551,1.39174,21.3051,7.93846,1.71341,2.96537,-1,T,2.7516,-0.307712,0.646935,2.65461,0.716388,2.02071,2.01477,-1,2.32824
146514,144280596,G,43.09,2.26632,7.87836,-42.3029,8.19785,-2.34339,1.29069,-1,T,8.27929,-1.11572,1.69647,-8.02574,2.03048,-2.08316,2.15255,1,3.58241
146514,144416097,G,27.1886,4.83692,3.17573,-26.5656,5.78628,-2.22893,0.580973,1,G,26.3222,-0.313148,-12.627,-23.0935,12.6309,-1.36412,-1.59559,-1,16.9588
146514,144508103,G,12.087,8.01336,4.89252,7.61136,9.38886,0.740986,0.548138,1,T,10.5688,-2.40395,1.3116,10.2073,2.73848,2.02638,2.64213,-1,11.2171
146514,144592169,G,6.69775,-2.61841,-1.78082,5.90096,3.1666,1.38087,-2.54434,-1,G,15.1479,-8.53165,0.779076,12.492,8.56715,1.17131,3.05053,-1,3.68806
146514,144601697,G,23.0373,-7.63089,-4.01145,21.3631,8.62103,1.63904,-2.65761,-1,T,8.82836,6.76723,-3.61297,-4.36805,7.67131,-0.54241,-0.490393,-1,25.8401
146514,144649443,G,7.24937,-0.720101,-3.81787,6.11944,3.88519,1.2357,-1.75722,-1,G,4.55686,-3.98148,1.71942,-1.39472,4.33688,-0.316295,2.73393,1,9.51608
146514,144706089,G,7.07343,1.17487,-3.24867,-6.17155,3.45459,-1.34385,-1.22378,-1,T,10.1052,3.70069,-1.61706,-9.26249,4.03857,-1.56769,-0.411957,1,3.07391
146514,144168602,G,8.8553,-0.79829,-4.43696,-7.6211,4.50821,-1.29599,-1.74881,1,G,17.1678,0.558657,-11.6517,-12.5955,11.6651,-0.936661,-1.52289,-1,3.09614
146514,144266545,G,17.3526,5.06638,-1.13516,16.5573,5.192,1.87658,-0.220418,1,T,13.4016,2.95318,-3.84506,12.4935,4.84827,1.67541,-0.915847,-1,3.57191
146514,144322900,G,27.7233,-8.21277,-2.61452,-26.3493,8.61889,-1.83637,-2.83339,-1,T,2.92083,-0.757779,0.394831,-2.79105,0.854471,-1.89949,2.66126,-1,2.12266
146514,144055472,G,24.9443,-0.264851,5.42443,24.3457,5.43089,2.20561,1.61958,1,G,6.44288,3.52705,4.72808,2.58936,5.89871,0.425971,0.929874,-1,12.0807
146514,144178945,G,22.0421,-0.132933,-6.92075,20.9268,6.92203,1.82576,-1.59,1,G,53.6829,8.54558,6.25166,52.6282,10.5882,2.30663,0.631599,-1,15.8971
146514,144365874,G,21.701,6.47008,-3.54682,-20.4079,7.37847,-1.74169,-0.501451,-1,T,9.72477,1.43509,-1.04595,-9.56067,1.77581,-2.38507,-0.629823,-1,2.42513
146514,144581377,G,6.71832,-2.62598,1.81174,5.91156,3.19032,1.37588,2.53766,-1,G,3.88071,0.081964,-3.70251,1.15472,3.70342,0.306956,-1.54866,-1,7.23602
146514,144695532,G,14.3016,-1.47127,-5.73262,-13.0191,5.91841,-1.52956,-1.82202,1,T,3.16369,-1.3435,0.0183301,-2.86224,1.34363,-1.50041,3.12795,-1,3.49902
146514,144132508,G,7.1859,5.29449,-4.15817,-2.51078,6.73216,-0.364807,-0.665761,1,T,2.90694,-0.423553,0.689532,2.79003,0.809229,1.95127,2.12164,-1,8.12588
146514,144170768,G,63.1232,14.1178,12.7248,-60.1939,19.0061,-1.87,0.733552,-1,T,9.41017,0.705595,1.52187,-9.25884,1.67749,-2.40954,1.13666,1,3.83646
146514,144190529,G,36.3077,-19.1921,-0.767561,-30.8109,19.2075,-1.25116,-3.10162,1,T,5.82082,-1.98768,1.77721,-5.17315,2.66634,-1.41655,2.41204,-1,5.50979
146514,144385920,G,6.85596,2.44662,-1.02316,-6.32141,2.65194,-1.60315,-0.39609,-1,G,8.66408,-4.70957,-5.64846,-4.5793,7.35426,-0.588169,-2.2658,-1,8.50969
146514,144542357,G,7.64998,-4.02323,1.14024,-6.40503,4.18169,-1.21221,2.86542,1,G,13.659,-12.7529,-4.3898,2.15663,13.4872,0.159228,-2.81008,-1,12.0011
146514,144564268,G,13.7118,-0.0246606,-3.27471,13.3145,3.2748,2.11054,-1.57833,1,G,6.45297,-2.95284,1.64286,5.49649,3.37909,1.26301,2.63388,-1,6.4213
146514,144264402,G,7.78,2.00143,2.7264,-7.00559,3.38215,-1.47509,0.937555,1,G,7.38838,3.92182,3.94431,-4.86196,5.56222,-0.789495,0.788257,-1,3.10768
